fixed_acidity,volatile_acidity,citric_acid,residual_sugar,free_sulfur_dioxide,total_sulfur_dioxide,ph,class
6.6,0.24,0.28,6.7,26.0,91.0,3.13,0
6.3,0.22,0.34,5.0,36.0,93.0,3.27,0
6.0,0.32,0.3,1.9,41.0,142.0,3.29,0
6.3,0.19,0.29,2.0,33.0,96.0,3.04,0
6.0,0.32,0.3,1.9,41.0,142.0,3.29,0
9.4,0.24,0.29,8.5,124.0,208.0,2.9,0
6.4,0.35,0.28,12.6,19.0,124.0,3.2,0
6.7,0.46,0.27,5.2,35.0,96.0,3.16,0
6.3,0.3,0.29,2.1,33.0,142.0,3.22,0
6.0,0.19,0.29,1.1,67.0,152.0,3.54,0
5.9,0.24,0.28,1.3,36.0,95.0,3.08,0
7.3,0.145,0.33,1.1,14.0,64.0,3.1,0
6.6,0.435,0.38,9.2,66.0,243.0,3.23,0
5.8,0.18,0.37,1.2,19.0,74.0,3.09,0
5.8,0.18,0.37,1.1,31.0,96.0,3.16,0
5.6,0.32,0.32,8.3,32.0,105.0,3.24,0
6.6,0.16,0.35,1.8,26.0,105.0,3.19,0
5.1,0.21,0.28,1.4,48.0,148.0,3.5,0
7.5,0.29,0.36,15.7,29.0,124.0,3.06,0
6.0,0.26,0.33,4.35,15.0,80.0,3.29,0
5.7,0.26,0.3,1.8,30.0,105.0,3.48,0
7.1,0.17,0.31,1.6,15.0,103.0,3.14,0
6.9,0.17,0.3,2.0,13.0,117.0,3.16,0
6.8,0.25,0.28,5.0,42.0,126.0,3.12,0
6.6,0.17,0.28,1.8,62.0,178.0,3.15,0
5.8,0.17,0.36,1.3,11.0,70.0,3.43,0
6.4,0.24,0.29,1.0,18.0,122.0,3.3,0
6.7,0.21,0.34,1.4,36.0,112.0,3.02,0
6.7,0.23,0.33,8.1,45.0,176.0,3.11,0
6.8,0.23,0.32,8.6,47.0,159.0,3.08,0
6.5,0.22,0.28,3.7,29.0,151.0,3.23,0
5.1,0.165,0.22,5.7,42.0,146.0,3.18,0
6.6,0.425,0.25,2.35,23.0,87.0,3.05,0
6.9,0.38,0.29,13.65,52.0,189.0,3.0,0
6.9,0.38,0.29,13.65,52.0,189.0,3.0,0
6.9,0.38,0.29,13.65,52.0,189.0,3.0,0
7.2,0.27,0.28,15.2,6.0,41.0,3.17,0
7.6,0.17,0.27,4.6,23.0,98.0,3.08,0
6.2,0.3,0.31,1.2,19.0,125.0,3.32,0
7.6,0.17,0.27,4.6,23.0,98.0,3.08,0
6.5,0.26,0.32,6.65,34.0,104.0,3.18,0
6.9,0.36,0.28,13.55,51.0,189.0,3.0,0
6.9,0.38,0.29,13.65,52.0,189.0,3.0,0
6.8,0.18,0.24,9.8,64.0,188.0,3.13,0
6.7,0.18,0.24,10.3,64.0,185.0,3.12,0
6.6,0.16,0.21,6.7,43.0,157.0,3.15,0
7.2,0.27,0.28,15.2,6.0,41.0,3.17,0
6.4,0.17,0.27,9.9,26.0,101.0,3.34,0
7.2,0.22,0.28,7.2,41.0,132.0,3.08,0
6.0,0.22,0.28,1.1,47.0,90.0,3.22,0
6.7,0.36,0.28,8.3,29.0,81.0,2.96,0
6.5,0.43,0.28,11.25,31.0,87.0,3.02,0
5.9,0.2,0.28,12.8,29.0,132.0,3.31,0
5.3,0.32,0.23,9.65,26.0,119.0,3.18,0
6.8,0.2,0.28,12.6,54.0,136.0,3.19,0
6.0,0.22,0.33,12.2,25.0,97.0,3.17,0
6.7,0.36,0.28,8.3,29.0,81.0,2.96,0
6.5,0.43,0.28,11.25,31.0,87.0,3.02,0
7.1,0.18,0.49,1.3,12.0,72.0,3.05,0
6.4,0.17,0.27,9.9,26.0,101.0,3.34,0
7.2,0.22,0.28,7.2,41.0,132.0,3.08,0
6.0,0.22,0.28,1.1,47.0,90.0,3.22,0
6.0,0.2,0.26,1.1,38.0,67.0,3.14,0
7.6,0.2,0.26,4.8,26.0,76.0,2.98,0
6.2,0.3,0.21,1.1,31.0,111.0,2.97,0
6.0,0.29,0.25,1.4,30.0,114.0,3.08,0
6.6,0.18,0.28,1.7,53.0,161.0,3.13,0
7.0,0.22,0.28,10.6,32.0,117.0,3.05,0
6.0,0.29,0.25,1.4,30.0,114.0,3.08,0
6.2,0.3,0.21,1.1,31.0,111.0,2.97,0
5.6,0.15,0.26,5.55,51.0,139.0,3.47,0
6.9,0.28,0.24,2.1,49.0,121.0,2.98,0
5.9,0.19,0.21,1.7,57.0,135.0,3.32,0
7.8,0.22,0.26,9.0,38.0,132.0,3.25,0
6.6,0.18,0.28,1.7,53.0,161.0,3.13,0
7.0,0.4,0.25,1.8,51.0,189.0,3.0,0
6.1,0.28,0.27,4.7,56.0,140.0,3.16,0
7.6,0.36,0.49,11.3,87.0,221.0,3.01,0
6.5,0.28,0.34,3.6,29.0,121.0,3.28,0
6.9,0.19,0.35,6.9,51.0,125.0,3.1,0
6.5,0.28,0.34,3.6,29.0,121.0,3.28,0
6.4,0.22,0.32,4.9,50.0,156.0,3.38,0
6.8,0.23,0.3,6.95,42.0,179.0,3.25,0
6.4,0.32,0.31,1.9,34.0,126.0,3.06,0
6.1,0.28,0.27,4.7,56.0,140.0,3.16,0
7.6,0.36,0.49,11.3,87.0,221.0,3.01,0
8.8,0.39,0.35,1.8,22.0,80.0,2.95,0
6.6,0.24,0.3,11.3,11.0,77.0,3.13,0
6.9,0.29,0.3,8.2,35.0,112.0,3.0,0
6.9,0.28,0.3,8.3,37.0,113.0,2.99,0
6.7,0.38,0.26,9.55,35.0,91.0,2.98,0
8.0,0.28,0.3,8.4,35.0,115.0,2.93,0
6.5,0.25,0.45,7.8,52.0,188.0,3.2,0
6.6,0.26,0.46,7.8,48.0,186.0,3.2,0
7.4,0.29,0.28,10.2,43.0,138.0,3.1,0
6.3,0.19,0.29,5.5,44.0,189.0,3.19,0
6.1,0.33,0.32,7.8,52.0,183.0,3.39,0
5.6,0.32,0.33,7.4,25.0,95.0,3.25,0
7.7,0.46,0.18,3.3,18.0,143.0,3.12,0
8.8,0.19,0.3,5.0,34.0,120.0,2.94,0
7.7,0.46,0.18,3.3,18.0,143.0,3.12,0
8.8,0.27,0.25,5.0,52.0,99.0,2.87,0
5.8,0.18,0.28,1.3,9.0,94.0,3.21,0
5.8,0.15,0.32,1.2,14.0,119.0,3.19,0
5.6,0.32,0.33,7.4,25.0,95.0,3.25,0
6.1,0.33,0.32,7.8,52.0,183.0,3.39,0
7.1,0.32,0.3,9.9,63.0,192.0,3.12,0
6.2,0.23,0.35,0.7,24.0,111.0,3.37,0
8.9,0.3,0.35,4.6,32.0,148.0,3.15,0
6.0,0.14,0.17,5.6,37.0,127.0,3.05,0
6.8,0.24,0.29,9.5,56.0,157.0,3.11,0
6.7,0.21,0.48,14.8,31.0,195.0,2.95,0
8.9,0.3,0.35,4.6,32.0,148.0,3.15,0
6.1,0.3,0.3,2.1,50.0,163.0,3.39,0
7.2,0.37,0.4,11.6,34.0,214.0,3.1,0
6.7,0.64,0.3,1.2,18.0,76.0,3.16,0
7.2,0.37,0.4,11.6,34.0,214.0,3.1,0
6.1,0.3,0.3,2.1,50.0,163.0,3.39,0
7.6,0.28,0.49,20.15,30.0,145.0,3.01,0
6.3,0.29,0.28,4.7,28.0,81.0,3.24,0
6.2,0.28,0.28,4.3,22.0,105.0,2.98,0
7.1,0.18,0.39,14.5,48.0,156.0,3.35,0
6.4,0.32,0.27,4.9,18.0,122.0,3.36,0
7.1,0.17,0.4,14.55,47.0,156.0,3.34,0
7.1,0.17,0.4,14.55,47.0,156.0,3.34,0
5.8,0.24,0.26,10.05,63.0,162.0,3.33,0
6.4,0.32,0.27,4.9,18.0,122.0,3.36,0
7.1,0.18,0.39,14.5,48.0,156.0,3.35,0
7.1,0.17,0.4,14.55,47.0,156.0,3.34,0
7.1,0.18,0.39,15.25,45.0,158.0,3.34,0
7.8,0.29,0.29,3.15,41.0,117.0,3.24,0
6.2,0.255,0.27,1.3,30.0,86.0,3.05,0
8.2,0.34,0.29,5.2,19.0,92.0,2.95,0
6.5,0.24,0.28,1.1,26.0,83.0,3.25,0
6.9,0.24,0.23,7.1,20.0,97.0,3.1,0
6.7,0.4,0.22,8.8,24.0,113.0,3.22,0
6.7,0.3,0.44,18.5,65.0,224.0,3.11,0
6.7,0.4,0.22,8.8,24.0,113.0,3.22,0
6.8,0.17,0.32,1.4,35.0,106.0,3.16,0
7.1,0.25,0.28,1.2,31.0,111.0,3.18,0
5.9,0.27,0.27,5.0,14.0,97.0,3.1,0
6.0,0.16,0.22,1.6,36.0,106.0,3.24,0
6.7,0.3,0.44,18.75,65.0,224.0,3.11,0
6.6,0.15,0.32,6.0,59.0,128.0,3.19,0
7.3,0.34,0.3,9.4,34.0,178.0,3.15,0
6.0,0.17,0.29,9.7,33.0,98.0,3.12,0
6.7,0.47,0.29,4.75,29.0,134.0,3.29,0
6.6,0.15,0.32,6.0,59.0,128.0,3.19,0
6.6,0.21,0.29,5.35,43.0,106.0,2.93,0
6.6,0.21,0.29,5.35,43.0,106.0,2.93,0
8.0,0.24,0.48,6.8,13.0,134.0,3.23,0
5.6,0.34,0.3,6.9,23.0,89.0,3.25,0
5.8,0.54,0.0,1.4,40.0,107.0,3.26,0
7.3,0.23,0.24,0.9,29.0,86.0,2.9,0
6.0,0.39,0.13,1.2,60.0,172.0,3.06,0
6.1,0.105,0.31,1.3,55.0,145.0,3.41,0
5.8,0.32,0.2,2.6,17.0,123.0,3.36,0
7.6,0.22,0.28,12.0,68.0,143.0,2.99,0
6.8,0.19,0.4,9.85,41.0,103.0,2.98,0
6.7,0.24,0.3,3.85,105.0,179.0,3.04,0
6.8,0.17,0.34,2.0,38.0,111.0,3.24,0
6.2,0.3,0.31,1.6,40.0,106.0,3.26,0
6.9,0.29,0.41,7.8,52.0,171.0,3.12,0
6.8,0.19,0.34,1.9,41.0,108.0,3.25,0
6.8,0.17,0.34,2.0,38.0,111.0,3.24,0
6.6,0.24,0.27,10.3,54.0,219.0,3.04,0
6.6,0.16,0.36,1.1,27.0,93.0,3.23,0
7.6,0.22,0.28,12.0,68.0,143.0,2.99,0
6.7,0.24,0.3,3.85,105.0,179.0,3.04,0
6.8,0.19,0.4,9.85,41.0,103.0,2.98,0
6.7,0.16,0.36,2.0,24.0,131.0,3.3,0
6.5,0.3,0.27,4.0,37.0,97.0,3.2,0
6.5,0.22,0.19,1.1,36.0,191.0,3.05,0
6.2,0.36,0.45,10.4,22.0,184.0,3.31,0
6.2,0.37,0.24,6.1,19.0,86.0,3.04,0
7.6,0.31,0.24,1.8,39.0,150.0,3.05,0
6.2,0.36,0.45,10.4,22.0,184.0,3.31,0
5.9,0.32,0.28,4.7,34.0,94.0,3.22,0
6.5,0.3,0.27,4.0,37.0,97.0,3.2,0
5.8,0.22,0.3,1.1,36.0,131.0,3.26,0
5.4,0.45,0.27,6.4,20.0,102.0,3.22,0
6.1,0.36,0.26,8.15,14.0,88.0,3.06,0
6.2,0.37,0.24,6.1,19.0,86.0,3.04,0
7.5,0.21,0.32,4.8,39.0,113.0,3.11,0
6.9,0.28,0.33,1.2,16.0,98.0,3.07,0
6.5,0.22,0.19,1.1,36.0,191.0,3.05,0
7.8,0.2,0.2,1.4,25.0,83.0,3.03,0
6.7,0.28,0.31,7.4,7.0,81.0,3.04,0
7.6,0.31,0.24,1.8,39.0,150.0,3.05,0
8.0,0.2,0.44,1.0,24.0,111.0,3.09,0
6.0,0.28,0.27,15.5,31.0,134.0,3.19,0
6.0,0.28,0.27,15.5,31.0,134.0,3.19,0
6.7,0.24,0.36,8.4,42.0,123.0,3.34,0
6.3,0.22,0.28,2.4,38.0,102.0,3.14,0
6.0,0.24,0.28,3.95,61.0,134.0,3.3,0
7.7,0.43,1.0,19.95,42.0,164.0,3.29,0
6.4,0.3,0.36,2.0,18.0,141.0,3.38,0
6.1,0.33,0.3,3.0,30.0,124.0,3.31,0
6.0,0.28,0.27,15.5,31.0,134.0,3.19,0
6.7,0.24,0.36,8.4,42.0,123.0,3.34,0
6.7,0.29,0.45,14.3,30.0,181.0,3.14,0
6.9,0.33,0.31,4.2,21.0,93.0,3.18,0
6.5,0.16,0.34,1.4,29.0,133.0,3.33,0
6.0,0.2,0.32,3.0,26.0,118.0,3.38,0
7.5,0.33,0.28,4.9,21.0,155.0,3.36,0
7.1,0.36,0.28,2.4,35.0,115.0,3.19,0
6.7,0.29,0.45,14.3,30.0,181.0,3.14,0
6.4,0.26,0.25,10.7,66.0,179.0,3.17,0
7.0,0.22,0.24,11.0,75.0,167.0,2.98,0
6.5,0.19,0.28,1.4,22.0,90.0,3.18,0
6.3,0.21,0.31,1.2,30.0,117.0,3.49,0
7.9,0.35,0.28,12.9,13.0,63.0,2.99,0
7.7,0.38,0.23,10.8,28.0,95.0,2.93,0
6.8,0.19,0.33,1.3,22.0,87.0,3.08,0
7.2,0.33,0.34,2.0,61.0,171.0,3.25,0
6.6,0.29,0.29,1.8,38.0,102.0,3.08,0
7.5,0.2,0.41,1.2,26.0,131.0,3.19,0
6.9,0.33,0.62,7.5,46.0,132.0,3.23,0
6.0,0.23,0.15,9.7,101.0,207.0,3.05,0
5.9,0.23,0.24,3.8,61.0,152.0,3.31,0
6.6,0.32,0.41,7.2,55.0,178.0,3.2,0
6.0,0.23,0.15,9.7,101.0,207.0,3.05,0
5.3,0.36,0.27,6.3,40.0,132.0,3.37,0
5.3,0.36,0.27,6.3,40.0,132.0,3.37,0
8.9,0.27,0.28,0.8,29.0,128.0,3.01,0
7.6,0.23,0.29,8.6,65.0,146.0,3.11,0
6.9,0.75,0.13,6.3,19.0,50.0,3.09,0
7.1,0.35,0.27,3.1,28.0,134.0,3.26,0
7.2,0.31,0.35,7.2,45.0,178.0,3.14,0
6.4,0.28,0.44,7.1,49.0,179.0,3.15,0
7.2,0.23,0.46,6.4,17.0,85.0,3.1,0
6.6,0.22,0.3,14.7,50.0,136.0,3.14,0
7.2,0.31,0.35,7.2,45.0,178.0,3.14,0
6.4,0.28,0.44,7.1,49.0,179.0,3.15,0
7.2,0.24,0.28,1.9,30.0,92.0,3.1,0
6.2,0.27,0.47,1.2,28.0,105.0,3.23,0
6.5,0.28,0.25,4.8,54.0,128.0,3.17,0
7.2,0.27,0.31,1.2,27.0,80.0,3.03,0
7.8,0.28,0.25,3.4,27.0,99.0,2.98,0
8.1,0.26,0.27,4.3,43.0,123.0,3.16,0
6.6,0.23,0.37,8.5,46.0,153.0,3.2,0
6.0,0.33,0.2,1.8,49.0,159.0,3.41,0
6.0,0.33,0.2,1.8,49.0,159.0,3.41,0
7.3,0.2,0.29,19.5,69.0,237.0,3.1,0
6.6,0.23,0.37,8.5,46.0,153.0,3.2,0
7.3,0.2,0.29,19.9,69.0,237.0,3.1,0
6.2,0.47,0.19,8.3,24.0,142.0,3.22,0
6.0,0.33,0.2,1.8,49.0,159.0,3.41,0
7.2,0.14,0.32,1.1,48.0,116.0,3.04,0
5.7,0.22,0.22,16.65,39.0,110.0,3.24,0
5.7,0.22,0.22,16.65,39.0,110.0,3.24,0
5.7,0.22,0.22,16.65,39.0,110.0,3.24,0
8.1,0.2,0.28,0.9,49.0,87.0,2.92,0
5.8,0.14,0.15,6.1,27.0,123.0,3.06,0
4.8,0.21,0.21,10.2,17.0,112.0,3.66,0
8.1,0.2,0.28,0.9,49.0,87.0,2.92,0
5.7,0.22,0.22,16.65,39.0,110.0,3.24,0
7.5,0.34,0.24,3.85,5.0,34.0,3.01,0
6.6,0.64,0.28,4.4,19.0,78.0,3.11,0
7.0,0.48,0.12,4.5,23.0,86.0,2.86,0
7.6,0.37,0.34,3.2,42.0,162.0,3.01,0
7.0,0.48,0.12,4.5,23.0,86.0,2.86,0
6.6,0.64,0.28,4.4,19.0,78.0,3.11,0
8.0,0.25,0.27,9.7,15.0,85.0,2.99,0
7.6,0.38,0.28,4.2,7.0,112.0,3.0,0
6.9,0.26,0.27,4.2,20.0,80.0,3.12,0
7.8,0.15,0.34,1.1,31.0,93.0,3.07,0
8.0,0.25,0.27,9.7,15.0,85.0,2.99,0
6.9,0.26,0.27,4.2,20.0,80.0,3.12,0
5.9,0.655,0.0,5.6,8.0,31.0,3.32,0
7.6,0.38,0.28,4.2,7.0,112.0,3.0,0
7.8,0.31,0.4,1.6,20.0,87.0,3.15,0
8.1,0.17,0.21,1.6,24.0,119.0,3.18,0
6.8,0.18,0.28,1.1,32.0,112.0,3.15,0
7.4,0.28,0.36,14.6,35.0,161.0,3.14,0
7.3,0.23,0.27,2.6,39.0,120.0,3.04,0
6.7,0.22,0.22,1.2,5.0,124.0,3.1,0
7.4,0.25,0.28,7.25,14.0,78.0,2.94,0
7.5,0.3,0.21,6.55,33.0,143.0,2.92,0
7.2,0.26,0.24,7.0,19.0,130.0,3.14,0
6.3,0.32,0.32,1.5,12.0,76.0,3.3,0
7.7,0.24,0.3,1.4,15.0,102.0,3.26,0
7.4,0.25,0.28,7.25,14.0,78.0,2.94,0
7.0,0.24,0.35,1.0,42.0,104.0,3.16,0
5.8,0.28,0.28,4.2,52.0,158.0,3.35,0
6.8,0.19,0.71,17.5,21.0,114.0,2.85,0
6.8,0.19,0.71,17.5,21.0,114.0,2.85,0
6.8,0.19,0.71,17.5,21.0,114.0,2.85,0
6.6,0.19,0.35,1.5,37.0,107.0,3.18,0
6.4,0.28,0.36,1.3,28.0,186.0,3.31,0
5.6,0.28,0.27,3.9,52.0,158.0,3.35,0
5.6,0.28,0.28,4.2,52.0,158.0,3.35,0
6.8,0.19,0.32,7.6,37.0,107.0,3.12,0
7.2,0.16,0.29,1.0,40.0,123.0,3.12,0
6.6,0.17,0.28,1.1,55.0,108.0,3.0,0
6.6,0.19,0.28,11.8,54.0,137.0,3.18,0
5.8,0.2,0.24,1.4,65.0,169.0,3.59,0
6.6,0.39,0.38,9.7,49.0,226.0,3.3,0
6.8,0.12,0.3,12.9,32.0,88.0,3.2,0
6.6,0.295,0.24,1.6,29.0,140.0,3.35,0
6.6,0.26,0.24,7.2,28.0,137.0,3.35,0
7.0,0.32,0.27,7.1,37.0,122.0,3.15,0
7.4,0.36,0.23,1.9,31.0,69.0,2.93,0
6.7,0.35,0.48,8.8,35.0,167.0,3.04,0
6.4,0.38,0.24,7.2,41.0,151.0,3.11,0
6.8,0.14,0.18,1.4,30.0,90.0,3.27,0
7.0,0.16,0.25,14.3,27.0,149.0,2.91,0
7.0,0.16,0.25,14.3,27.0,149.0,2.91,0
6.7,0.35,0.48,8.8,35.0,167.0,3.04,0
6.8,0.14,0.18,1.4,30.0,90.0,3.27,0
6.8,0.16,0.18,1.8,31.0,114.0,3.27,0
7.0,0.16,0.25,14.3,27.0,149.0,2.91,0
6.4,0.38,0.24,7.2,41.0,151.0,3.11,0
7.2,0.24,0.3,1.2,11.0,95.0,2.96,0
7.7,0.32,0.61,11.8,66.0,188.0,3.0,0
7.0,0.29,0.33,0.9,20.0,117.0,3.21,0
7.1,0.27,0.24,12.6,48.0,118.0,3.04,0
6.8,0.45,0.28,26.05,27.0,122.0,3.06,0
6.3,0.2,0.26,4.7,108.0,168.0,3.07,0
7.1,0.27,0.24,12.6,48.0,118.0,3.04,0
7.2,0.24,0.3,1.2,11.0,95.0,2.96,0
6.8,0.45,0.28,26.05,27.0,122.0,3.06,0
6.6,0.36,0.28,6.1,12.0,93.0,3.19,0
7.7,0.32,0.61,11.8,66.0,188.0,3.0,0
7.0,0.29,0.33,0.9,20.0,117.0,3.21,0
6.4,0.37,0.2,5.6,61.0,183.0,3.24,0
6.4,0.38,0.2,5.3,57.0,181.0,3.24,0
6.4,0.36,0.2,5.7,61.0,172.0,3.24,0
6.6,0.3,0.25,8.0,21.0,124.0,3.06,0
6.6,0.3,0.25,8.0,21.0,124.0,3.06,0
6.5,0.21,0.51,17.6,34.0,125.0,3.2,0
6.6,0.3,0.25,8.0,21.0,124.0,3.06,0
7.6,0.31,0.27,8.8,57.0,156.0,3.08,0
5.8,0.58,0.0,1.5,33.0,96.0,3.29,0
6.5,0.26,0.39,1.4,12.0,66.0,3.25,0
8.7,0.3,0.34,4.8,23.0,127.0,3.12,0
6.4,0.29,0.32,2.4,34.0,89.0,3.24,0
6.7,0.13,0.32,3.7,32.0,99.0,3.12,0
6.8,0.19,0.33,4.9,42.0,130.0,3.12,0
6.0,0.25,0.4,5.7,56.0,152.0,3.16,0
6.0,0.25,0.4,5.7,56.0,152.0,3.16,0
6.8,0.19,0.33,4.9,42.0,130.0,3.12,0
6.4,0.24,0.23,2.0,30.0,133.0,3.12,0
5.9,0.18,0.28,5.1,50.0,139.0,3.16,0
7.2,0.33,0.22,4.5,10.0,73.0,2.97,0
6.4,0.29,0.24,3.2,31.0,95.0,2.9,0
7.3,0.31,0.25,6.65,30.0,138.0,2.9,0
7.0,0.29,0.37,1.6,34.0,126.0,3.26,0
6.9,0.19,0.6,4.0,6.0,122.0,2.92,0
6.3,0.32,0.17,17.75,51.0,190.0,3.13,0
6.6,0.085,0.33,1.4,17.0,109.0,3.27,0
6.3,0.32,0.17,17.75,51.0,190.0,3.13,0
6.8,0.18,0.32,7.2,17.0,109.0,3.42,0
6.8,0.52,0.26,5.7,27.0,130.0,3.11,0
7.1,0.28,0.28,8.5,25.0,191.0,3.16,0
5.7,0.15,0.47,11.4,49.0,128.0,3.03,0
5.8,0.275,0.3,5.4,41.0,149.0,3.33,0
5.4,0.53,0.16,2.7,34.0,128.0,3.2,0
5.8,0.32,0.28,4.3,46.0,115.0,3.16,0
6.7,0.22,0.39,1.2,26.0,152.0,3.5,0
6.1,0.6,0.12,1.8,11.0,76.0,3.42,0
6.5,0.26,0.31,1.3,59.0,145.0,3.16,0
5.0,0.29,0.54,5.7,54.0,155.0,3.27,0
5.4,0.53,0.16,2.7,34.0,128.0,3.2,0
6.8,0.21,0.26,11.7,61.0,152.0,3.02,0
5.8,0.32,0.28,4.3,46.0,115.0,3.16,0
6.5,0.27,0.26,11.0,2.0,82.0,3.07,0
5.9,0.37,0.32,1.6,41.0,102.0,3.41,0
6.2,0.21,0.18,11.6,61.0,155.0,3.14,0
6.8,0.3,0.29,6.2,29.0,95.0,3.03,0
7.3,0.41,0.29,1.8,26.0,74.0,2.96,0
5.4,0.3,0.3,1.2,25.0,93.0,3.31,0
6.6,0.34,0.2,1.0,26.0,112.0,3.32,0
5.6,0.25,0.19,2.4,42.0,166.0,3.25,0
5.3,0.3,0.3,1.2,25.0,93.0,3.31,0
6.9,0.58,0.58,8.2,29.0,169.0,3.28,0
7.2,0.23,0.25,18.8,19.0,111.0,3.1,0
7.1,0.2,0.27,9.6,19.0,105.0,3.04,0
6.8,0.15,0.41,12.9,79.5,183.0,3.24,0
7.0,0.22,0.26,9.2,37.0,122.0,3.06,0
6.4,0.16,0.44,1.2,39.0,122.0,3.11,0
6.8,0.15,0.41,12.9,79.5,183.0,3.24,0
6.8,0.31,0.3,8.0,33.0,122.0,3.13,0
6.8,0.15,0.41,12.9,79.5,183.0,3.24,0
7.6,0.3,0.37,1.6,27.0,177.0,3.09,0
6.0,0.16,0.27,12.0,39.0,98.0,3.15,0
7.1,0.21,0.35,2.5,41.0,186.0,3.32,0
7.0,0.22,0.26,9.2,37.0,122.0,3.06,0
5.6,0.21,0.24,4.4,37.0,150.0,3.3,0
7.4,0.22,0.26,8.8,23.0,112.0,2.98,0
7.1,0.2,0.27,9.6,19.0,105.0,3.04,0
6.8,0.31,0.3,8.0,33.0,122.0,3.13,0
7.2,0.23,0.25,18.8,19.0,111.0,3.1,0
6.4,0.15,0.4,1.3,61.0,146.0,3.17,0
6.4,0.16,0.44,1.2,39.0,122.0,3.11,0
6.8,0.15,0.41,12.9,79.5,182.0,3.24,0
6.3,0.22,0.34,1.2,32.0,96.0,3.06,0
7.6,0.3,0.37,1.6,27.0,177.0,3.09,0
7.0,0.3,0.27,1.5,24.0,145.0,3.1,0
6.6,0.26,0.22,18.15,23.0,139.0,3.06,0
7.5,0.24,0.31,13.1,26.0,180.0,3.05,0
7.5,0.24,0.31,13.1,26.0,180.0,3.05,0
7.5,0.24,0.31,13.1,26.0,180.0,3.05,0
7.5,0.24,0.31,13.1,26.0,180.0,3.05,0
6.6,0.15,0.34,1.0,45.0,79.0,2.96,0
6.7,0.34,0.43,1.6,29.0,114.0,3.23,0
7.7,0.35,0.46,11.8,61.0,183.0,2.86,0
6.7,0.31,0.09,1.4,53.0,141.0,3.12,0
4.7,0.67,0.09,1.0,5.0,9.0,3.3,0
7.5,0.24,0.31,13.1,26.0,180.0,3.05,0
6.3,0.2,0.18,10.6,57.0,159.0,3.09,0
6.6,0.28,0.23,10.4,45.0,190.0,3.12,0
8.5,0.18,0.3,1.1,34.0,95.0,2.83,0
6.5,0.35,0.38,7.4,20.0,196.0,3.47,0
6.8,0.22,0.26,1.2,29.0,182.0,3.04,0
6.3,0.18,0.24,3.4,20.0,119.0,3.11,0
6.6,0.26,0.22,18.15,23.0,139.0,3.06,0
6.6,0.3,0.45,8.0,54.0,200.0,3.18,0
6.3,0.34,0.27,2.5,40.0,152.0,3.35,0
7.7,0.3,0.23,2.0,28.0,138.0,3.11,0
7.7,0.31,0.23,2.0,29.0,134.0,3.11,0
5.7,0.265,0.28,6.9,46.0,150.0,3.36,0
5.4,0.255,0.33,1.2,29.0,122.0,3.37,0
6.6,0.26,0.28,9.4,13.0,121.0,3.17,0
4.8,0.17,0.28,2.9,22.0,111.0,3.38,0
5.7,0.265,0.28,6.9,46.0,150.0,3.36,0
6.2,0.2,0.33,5.4,21.0,75.0,3.36,0
7.5,0.28,0.41,1.3,11.0,126.0,3.28,0
6.2,0.22,0.2,20.8,58.0,184.0,3.11,0
7.0,0.34,0.26,10.3,51.0,166.0,3.08,0
7.5,0.28,0.41,1.3,11.0,126.0,3.28,0
6.5,0.19,0.34,1.6,39.0,116.0,3.21,0
6.0,0.21,0.29,13.1,28.0,125.0,3.39,0
6.1,0.22,0.46,1.8,34.0,74.0,3.19,0
6.5,0.32,0.48,8.0,18.0,88.0,3.22,0
7.1,0.21,0.72,1.6,65.0,120.0,2.97,0
5.6,0.26,0.18,1.4,18.0,135.0,3.32,0
7.0,0.15,0.28,14.7,29.0,149.0,2.96,0
7.0,0.15,0.28,14.7,29.0,149.0,2.96,0
7.0,0.15,0.28,14.7,29.0,149.0,2.96,0
7.0,0.15,0.28,14.7,29.0,149.0,2.96,0
7.0,0.15,0.28,14.7,29.0,149.0,2.96,0
7.0,0.15,0.28,14.7,29.0,149.0,2.96,0
7.0,0.15,0.28,14.7,29.0,149.0,2.96,0
7.4,0.27,0.28,1.8,45.0,121.0,3.02,0
6.8,0.22,0.3,10.6,67.0,194.0,2.89,0
6.2,0.24,0.25,12.5,47.0,134.0,3.3,0
6.3,0.28,0.29,6.8,40.0,143.0,3.43,0
7.0,0.15,0.28,14.7,29.0,149.0,2.96,0
5.5,0.17,0.23,2.9,10.0,108.0,3.28,0
6.5,0.26,0.34,1.4,25.0,184.0,3.29,0
6.6,0.27,0.33,1.4,24.0,183.0,3.29,0
5.4,0.46,0.15,2.1,29.0,130.0,3.39,0
7.8,0.19,0.32,7.4,47.0,124.0,2.99,0
5.5,0.17,0.23,2.9,10.0,108.0,3.28,0
6.5,0.26,0.34,1.4,25.0,184.0,3.29,0
6.6,0.27,0.33,1.4,24.0,183.0,3.29,0
7.8,0.19,0.32,7.4,47.0,124.0,2.99,0
7.8,0.2,0.32,5.0,31.0,101.0,2.99,0
6.1,0.17,0.28,2.5,22.0,98.0,3.16,0
7.4,0.2,0.35,6.1,10.0,40.0,2.79,0
6.7,0.39,0.24,2.7,22.0,80.0,3.03,0
5.4,0.46,0.15,2.1,29.0,130.0,3.39,0
6.9,0.4,0.17,12.9,59.0,186.0,3.08,0
